"Plot Title: Mendota Deephole 15m"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 21483255, SEN S/N: 21483255)","Temp, °C (LGR S/N: 21483255, SEN S/N: 21483255)","Coupler Detached (LGR S/N: 21483255)","Coupler Attached (LGR S/N: 21483255)","Host Connected (LGR S/N: 21483255)","Stopped (LGR S/N: 21483255)","End Of File (LGR S/N: 21483255)"
1,10/08/24 02:00:00 PM,4.8,23.79,Logged,,,,
2,10/08/24 02:30:00 PM,489.9,15.19,,,,,
3,10/08/24 03:00:00 PM,489.1,15.23,,,,,
4,10/08/24 03:30:00 PM,490.2,15.40,,,,,
5,10/08/24 04:00:00 PM,491.2,15.81,,,,,
6,10/08/24 04:30:00 PM,489.5,15.93,,,,,
7,10/08/24 05:00:00 PM,486.2,16.24,,,,,
8,10/08/24 05:30:00 PM,487.3,16.47,,,,,
9,10/08/24 06:00:00 PM,489.7,16.43,,,,,
10,10/08/24 06:30:00 PM,485.6,16.65,,,,,
11,10/08/24 07:00:00 PM,488.7,16.02,,,,,
12,10/08/24 07:30:00 PM,489.1,16.06,,,,,
13,10/08/24 08:00:00 PM,487.5,15.99,,,,,
14,10/08/24 08:30:00 PM,488.2,16.12,,,,,
15,10/08/24 09:00:00 PM,487.1,16.08,,,,,
16,10/08/24 09:30:00 PM,487.9,16.02,,,,,
17,10/08/24 10:00:00 PM,489.2,15.00,,,,,
18,10/08/24 10:30:00 PM,488.0,14.98,,,,,
19,10/08/24 11:00:00 PM,485.6,14.22,,,,,
20,10/08/24 11:30:00 PM,486.0,14.19,,,,,
21,10/09/24 12:00:00 AM,484.3,14.40,,,,,
22,10/09/24 12:30:00 AM,486.3,14.43,,,,,
23,10/09/24 01:00:00 AM,485.2,14.18,,,,,
24,10/09/24 01:30:00 AM,485.1,14.41,,,,,
25,10/09/24 02:00:00 AM,485.5,14.47,,,,,
26,10/09/24 02:30:00 AM,489.2,15.02,,,,,
27,10/09/24 03:00:00 AM,489.5,15.27,,,,,
28,10/09/24 03:30:00 AM,489.1,15.23,,,,,
29,10/09/24 04:00:00 AM,488.1,14.82,,,,,
30,10/09/24 04:30:00 AM,486.6,14.65,,,,,
31,10/09/24 05:00:00 AM,485.9,14.48,,,,,
32,10/09/24 05:30:00 AM,484.7,14.48,,,,,
33,10/09/24 06:00:00 AM,484.7,14.44,,,,,
34,10/09/24 06:30:00 AM,484.3,14.34,,,,,
35,10/09/24 07:00:00 AM,485.4,14.58,,,,,
36,10/09/24 07:30:00 AM,485.1,14.36,,,,,
37,10/09/24 08:00:00 AM,485.9,14.48,,,,,
38,10/09/24 08:30:00 AM,484.3,14.39,,,,,
39,10/09/24 09:00:00 AM,483.6,14.17,,,,,
40,10/09/24 09:30:00 AM,483.6,14.17,,,,,
41,10/09/24 10:00:00 AM,483.6,14.23,,,,,
42,10/09/24 10:30:00 AM,484.3,14.39,,,,,
43,10/09/24 11:00:00 AM,484.7,14.50,,,,,
44,10/09/24 11:30:00 AM,485.5,14.45,,,,,
45,10/09/24 12:00:00 PM,485.9,14.50,,,,,
46,10/09/24 12:30:00 PM,484.7,14.44,,,,,
47,10/09/24 01:00:00 PM,484.4,14.30,,,,,
48,10/09/24 01:30:00 PM,485.2,14.26,,,,,
49,10/09/24 02:00:00 PM,485.6,14.28,,,,,
50,10/09/24 02:30:00 PM,485.2,14.31,,,,,
51,10/09/24 03:00:00 PM,485.2,14.28,,,,,
52,10/09/24 03:30:00 PM,484.8,14.27,,,,,
53,10/09/24 04:00:00 PM,484.4,14.21,,,,,
54,10/09/24 04:30:00 PM,484.4,14.19,,,,,
55,10/09/24 05:00:00 PM,484.4,14.13,,,,,
56,10/09/24 05:30:00 PM,484.0,14.17,,,,,
57,10/09/24 06:00:00 PM,485.4,14.59,,,,,
58,10/09/24 06:30:00 PM,486.5,14.75,,,,,
59,10/09/24 07:00:00 PM,487.7,14.82,,,,,
60,10/09/24 07:30:00 PM,486.6,14.71,,,,,
61,10/09/24 08:00:00 PM,487.3,14.75,,,,,
62,10/09/24 08:30:00 PM,486.9,14.75,,,,,
63,10/09/24 09:00:00 PM,486.6,14.71,,,,,
64,10/09/24 09:30:00 PM,486.6,14.66,,,,,
65,10/09/24 10:00:00 PM,485.5,14.50,,,,,
66,10/09/24 10:30:00 PM,485.6,14.31,,,,,
67,10/09/24 11:00:00 PM,484.8,14.25,,,,,
68,10/09/24 11:30:00 PM,485.6,14.30,,,,,
69,10/10/24 12:00:00 AM,485.6,14.28,,,,,
70,10/10/24 12:30:00 AM,485.9,14.35,,,,,
71,10/10/24 01:00:00 AM,485.6,14.27,,,,,
72,10/10/24 01:30:00 AM,485.2,14.21,,,,,
73,10/10/24 02:00:00 AM,485.5,14.44,,,,,
74,10/10/24 02:30:00 AM,485.4,14.56,,,,,
75,10/10/24 03:00:00 AM,485.4,14.61,,,,,
76,10/10/24 03:30:00 AM,485.4,14.57,,,,,
77,10/10/24 04:00:00 AM,486.2,14.61,,,,,
78,10/10/24 04:30:00 AM,485.5,14.50,,,,,
79,10/10/24 05:00:00 AM,485.1,14.48,,,,,
80,10/10/24 05:30:00 AM,485.4,14.56,,,,,
81,10/10/24 06:00:00 AM,486.3,14.52,,,,,
82,10/10/24 06:30:00 AM,487.0,14.66,,,,,
83,10/10/24 07:00:00 AM,486.9,14.74,,,,,
84,10/10/24 07:30:00 AM,488.3,15.15,,,,,
85,10/10/24 08:00:00 AM,486.6,14.66,,,,,
86,10/10/24 08:30:00 AM,487.0,14.71,,,,,
87,10/10/24 09:00:00 AM,486.6,14.69,,,,,
88,10/10/24 09:30:00 AM,486.6,14.61,,,,,
89,10/10/24 10:00:00 AM,486.5,14.84,,,,,
90,10/10/24 10:30:00 AM,487.9,15.19,,,,,
91,10/10/24 11:00:00 AM,487.6,15.05,,,,,
92,10/10/24 11:30:00 AM,487.6,15.07,,,,,
93,10/10/24 12:00:00 PM,487.0,14.69,,,,,
94,10/10/24 12:30:00 PM,486.6,14.65,,,,,
95,10/10/24 01:00:00 PM,486.9,14.85,,,,,
96,10/10/24 01:30:00 PM,486.6,14.71,,,,,
97,10/10/24 02:00:00 PM,486.9,14.79,,,,,
98,10/10/24 02:30:00 PM,487.3,14.89,,,,,
99,10/10/24 03:00:00 PM,487.7,14.87,,,,,
100,10/10/24 03:30:00 PM,487.6,15.01,,,,,
101,10/10/24 04:00:00 PM,488.4,15.02,,,,,
102,10/10/24 04:30:00 PM,489.5,15.23,,,,,
103,10/10/24 05:00:00 PM,488.4,15.01,,,,,
104,10/10/24 05:30:00 PM,488.4,14.98,,,,,
105,10/10/24 06:00:00 PM,487.7,14.85,,,,,
106,10/10/24 06:30:00 PM,487.3,14.85,,,,,
107,10/10/24 07:00:00 PM,487.3,14.84,,,,,
108,10/10/24 07:30:00 PM,487.7,14.88,,,,,
109,10/10/24 08:00:00 PM,488.0,15.07,,,,,
