"Plot Title: Mendota Deephole 20m"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 21483263, SEN S/N: 21483263)","Temp, °C (LGR S/N: 21483263, SEN S/N: 21483263)","Coupler Detached (LGR S/N: 21483263)","Coupler Attached (LGR S/N: 21483263)","Host Connected (LGR S/N: 21483263)","End Of File (LGR S/N: 21483263)"
1,06/14/23 11:00:00 AM,398.6,8.23,Logged,,,
2,06/14/23 11:30:00 AM,398.6,8.26,,,,
3,06/14/23 12:00:00 PM,398.2,8.19,,,,
4,06/14/23 12:30:00 PM,398.2,8.19,,,,
5,06/14/23 01:00:00 PM,398.6,8.21,,,,
6,06/14/23 01:30:00 PM,399.0,8.21,,,,
7,06/14/23 02:00:00 PM,399.0,8.21,,,,
8,06/14/23 02:30:00 PM,399.0,8.26,,,,
9,06/14/23 03:00:00 PM,399.4,8.29,,,,
10,06/14/23 03:30:00 PM,399.8,8.37,,,,
11,06/14/23 04:00:00 PM,400.2,8.42,,,,
12,06/14/23 04:30:00 PM,400.2,8.42,,,,
13,06/14/23 05:00:00 PM,400.2,8.42,,,,
14,06/14/23 05:30:00 PM,400.2,8.41,,,,
15,06/14/23 06:00:00 PM,400.2,8.42,,,,
16,06/14/23 06:30:00 PM,400.2,8.42,,,,
17,06/14/23 07:00:00 PM,400.2,8.40,,,,
18,06/14/23 07:30:00 PM,400.2,8.40,,,,
19,06/14/23 08:00:00 PM,400.2,8.41,,,,
20,06/14/23 08:30:00 PM,400.2,8.42,,,,
21,06/14/23 09:00:00 PM,400.2,8.41,,,,
22,06/14/23 09:30:00 PM,400.2,8.41,,,,
23,06/14/23 10:00:00 PM,400.2,8.40,,,,
24,06/14/23 10:30:00 PM,400.2,8.41,,,,
25,06/14/23 11:00:00 PM,400.2,8.40,,,,
26,06/14/23 11:30:00 PM,400.2,8.41,,,,
27,06/15/23 12:00:00 AM,400.2,8.42,,,,
28,06/15/23 12:30:00 AM,400.2,8.42,,,,
29,06/15/23 01:00:00 AM,400.2,8.38,,,,
30,06/15/23 01:30:00 AM,399.8,8.36,,,,
31,06/15/23 02:00:00 AM,399.8,8.35,,,,
32,06/15/23 02:30:00 AM,399.0,8.26,,,,
33,06/15/23 03:00:00 AM,399.4,8.32,,,,
34,06/15/23 03:30:00 AM,398.6,8.23,,,,
35,06/15/23 04:00:00 AM,398.6,8.22,,,,
36,06/15/23 04:30:00 AM,398.2,8.22,,,,
37,06/15/23 05:00:00 AM,398.6,8.22,,,,
38,06/15/23 05:30:00 AM,398.6,8.22,,,,
39,06/15/23 06:00:00 AM,398.6,8.22,,,,
40,06/15/23 06:30:00 AM,398.6,8.22,,,,
41,06/15/23 07:00:00 AM,399.0,8.27,,,,
42,06/15/23 07:30:00 AM,399.0,8.28,,,,
43,06/15/23 08:00:00 AM,399.4,8.28,,,,
44,06/15/23 08:30:00 AM,399.4,8.28,,,,
45,06/15/23 09:00:00 AM,399.4,8.29,,,,
46,06/15/23 09:30:00 AM,399.0,8.28,,,,
47,06/15/23 10:00:00 AM,399.4,8.28,,,,
48,06/15/23 10:30:00 AM,399.0,8.28,,,,
49,06/15/23 11:00:00 AM,399.0,8.27,,,,
50,06/15/23 11:30:00 AM,399.4,8.28,,,,
51,06/15/23 12:00:00 PM,399.0,8.28,,,,
52,06/15/23 12:30:00 PM,399.0,8.26,,,,
53,06/15/23 01:00:00 PM,398.2,8.21,,,,
54,06/15/23 01:30:00 PM,398.2,8.21,,,,
55,06/15/23 02:00:00 PM,398.2,8.19,,,,
56,06/15/23 02:30:00 PM,398.2,8.17,,,,
57,06/15/23 03:00:00 PM,398.2,8.21,,,,
58,06/15/23 03:30:00 PM,398.2,8.18,,,,
59,06/15/23 04:00:00 PM,398.6,8.23,,,,
60,06/15/23 04:30:00 PM,398.6,8.22,,,,
61,06/15/23 05:00:00 PM,398.2,8.21,,,,
62,06/15/23 05:30:00 PM,398.2,8.19,,,,
63,06/15/23 06:00:00 PM,398.2,8.21,,,,
64,06/15/23 06:30:00 PM,398.3,8.15,,,,
65,06/15/23 07:00:00 PM,398.3,8.15,,,,
66,06/15/23 07:30:00 PM,398.3,8.15,,,,
67,06/15/23 08:00:00 PM,398.3,8.15,,,,
68,06/15/23 08:30:00 PM,398.2,8.18,,,,
69,06/15/23 09:00:00 PM,398.7,8.17,,,,
70,06/15/23 09:30:00 PM,398.7,8.17,,,,
71,06/15/23 10:00:00 PM,398.3,8.15,,,,
72,06/15/23 10:30:00 PM,398.7,8.15,,,,
73,06/15/23 11:00:00 PM,398.2,8.17,,,,
74,06/15/23 11:30:00 PM,398.2,8.17,,,,
75,06/16/23 12:00:00 AM,398.7,8.15,,,,
76,06/16/23 12:30:00 AM,398.7,8.17,,,,
77,06/16/23 01:00:00 AM,398.2,8.17,,,,
78,06/16/23 01:30:00 AM,398.7,8.17,,,,
79,06/16/23 02:00:00 AM,398.6,8.18,,,,
80,06/16/23 02:30:00 AM,399.1,8.18,,,,
81,06/16/23 03:00:00 AM,398.6,8.21,,,,
82,06/16/23 03:30:00 AM,398.6,8.23,,,,
83,06/16/23 04:00:00 AM,399.0,8.24,,,,
84,06/16/23 04:30:00 AM,398.6,8.28,,,,
85,06/16/23 05:00:00 AM,399.0,8.29,,,,
86,06/16/23 05:30:00 AM,399.4,8.36,,,,
87,06/16/23 06:00:00 AM,399.4,8.44,,,,
88,06/16/23 06:30:00 AM,399.4,8.42,,,,
89,06/16/23 07:00:00 AM,399.7,8.50,,,,
90,06/16/23 07:30:00 AM,400.1,8.55,,,,
91,06/16/23 08:00:00 AM,400.2,8.40,,,,
92,06/16/23 08:30:00 AM,399.4,8.32,,,,
93,06/16/23 09:00:00 AM,399.4,8.35,,,,
94,06/16/23 09:30:00 AM,400.2,8.37,,,,
95,06/16/23 10:00:00 AM,400.6,8.38,,,,
96,06/16/23 10:30:00 AM,400.2,8.38,,,,
97,06/16/23 11:00:00 AM,400.6,8.38,,,,
98,06/16/23 11:30:00 AM,400.2,8.37,,,,
99,06/16/23 12:00:00 PM,400.2,8.38,,,,
100,06/16/23 12:30:00 PM,400.2,8.36,,,,
101,06/16/23 01:00:00 PM,400.2,8.36,,,,
102,06/16/23 01:30:00 PM,399.8,8.35,,,,
103,06/16/23 02:00:00 PM,400.2,8.32,,,,
104,06/16/23 02:30:00 PM,399.4,8.23,,,,
105,06/16/23 03:00:00 PM,399.0,8.21,,,,
106,06/16/23 03:30:00 PM,398.7,8.17,,,,
107,06/16/23 04:00:00 PM,398.7,8.17,,,,
108,06/16/23 04:30:00 PM,398.6,8.18,,,,
109,06/16/23 05:00:00 PM,398.2,8.18,,,,
110,06/16/23 05:30:00 PM,398.2,8.18,,,,
111,06/16/23 06:00:00 PM,399.5,8.17,,,,
112,06/16/23 06:30:00 PM,399.1,8.17,,,,
113,06/16/23 07:00:00 PM,399.1,8.15,,,,
114,06/16/23 07:30:00 PM,399.5,8.15,,,,
115,06/16/23 08:00:00 PM,399.5,8.18,,,,
116,06/16/23 08:30:00 PM,399.5,8.18,,,,
117,06/16/23 09:00:00 PM,398.6,8.19,,,,
118,06/16/23 09:30:00 PM,398.6,8.23,,,,
119,06/16/23 10:00:00 PM,398.6,8.23,,,,
120,06/16/23 10:30:00 PM,399.4,8.26,,,,
121,06/16/23 11:00:00 PM,399.4,8.27,,,,
122,06/16/23 11:30:00 PM,399.4,8.27,,,,
123,06/17/23 12:00:00 AM,399.4,8.28,,,,
124,06/17/23 12:30:00 AM,399.4,8.27,,,,
125,06/17/23 01:00:00 AM,399.4,8.26,,,,
126,06/17/23 01:30:00 AM,399.4,8.24,,,,
127,06/17/23 02:00:00 AM,399.4,8.24,,,,
128,06/17/23 02:30:00 AM,399.4,8.23,,,,
129,06/17/23 03:00:00 AM,399.4,8.23,,,,
130,06/17/23 03:30:00 AM,399.4,8.22,,,,
131,06/17/23 04:00:00 AM,399.4,8.24,,,,
132,06/17/23 04:30:00 AM,399.4,8.26,,,,
133,06/17/23 05:00:00 AM,399.4,8.27,,,,
134,06/17/23 05:30:00 AM,399.4,8.28,,,,
135,06/17/23 06:00:00 AM,399.8,8.27,,,,
136,06/17/23 06:30:00 AM,399.8,8.27,,,,
137,06/17/23 07:00:00 AM,400.2,8.28,,,,
138,06/17/23 07:30:00 AM,399.4,8.29,,,,
139,06/17/23 08:00:00 AM,399.4,8.29,,,,
140,06/17/23 08:30:00 AM,399.4,8.31,,,,
141,06/17/23 09:00:00 AM,399.8,8.32,,,,
142,06/17/23 09:30:00 AM,399.4,8.32,,,,
143,06/17/23 10:00:00 AM,399.4,8.31,,,,
144,06/17/23 10:30:00 AM,399.4,8.31,,,,
145,06/17/23 11:00:00 AM,399.4,8.32,,,,
146,06/17/23 11:30:00 AM,400.2,8.31,,,,
147,06/17/23 12:00:00 PM,400.2,8.29,,,,
148,06/17/23 12:30:00 PM,400.2,8.29,,,,
149,06/17/23 01:00:00 PM,400.2,8.29,,,,
150,06/17/23 01:30:00 PM,399.8,8.27,,,,
151,06/17/23 02:00:00 PM,399.4,8.27,,,,
152,06/17/23 02:30:00 PM,399.8,8.28,,,,
153,06/17/23 03:00:00 PM,399.8,8.28,,,,
154,06/17/23 03:30:00 PM,400.2,8.29,,,,
155,06/17/23 04:00:00 PM,400.2,8.28,,,,
156,06/17/23 04:30:00 PM,400.2,8.27,,,,
157,06/17/23 05:00:00 PM,400.2,8.27,,,,
158,06/17/23 05:30:00 PM,400.2,8.29,,,,
159,06/17/23 06:00:00 PM,400.2,8.27,,,,
160,06/17/23 06:30:00 PM,399.8,8.27,,,,
161,06/17/23 07:00:00 PM,399.4,8.24,,,,
162,06/17/23 07:30:00 PM,399.4,8.27,,,,
