"Plot Title: Mendota Deephole 15m"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 21483255, SEN S/N: 21483255)","Temp, °C (LGR S/N: 21483255, SEN S/N: 21483255)","Coupler Detached (LGR S/N: 21483255)","Coupler Attached (LGR S/N: 21483255)","Host Connected (LGR S/N: 21483255)","End Of File (LGR S/N: 21483255)"
113,06/16/23 07:00:00 PM,399.9,8.61,,,,
114,06/16/23 07:30:00 PM,400.6,8.71,,,,
115,06/16/23 08:00:00 PM,400.2,8.69,,,,
116,06/16/23 08:30:00 PM,401.4,8.79,,,,
117,06/16/23 09:00:00 PM,402.9,8.96,,,,
118,06/16/23 09:30:00 PM,401.4,8.79,,,,
119,06/16/23 10:00:00 PM,400.6,8.74,,,,
120,06/16/23 10:30:00 PM,400.6,8.75,,,,
121,06/16/23 11:00:00 PM,400.6,8.78,,,,
122,06/16/23 11:30:00 PM,400.6,8.74,,,,
123,06/17/23 12:00:00 AM,401.0,8.78,,,,
124,06/17/23 12:30:00 AM,401.0,8.78,,,,
125,06/17/23 01:00:00 AM,401.8,8.86,,,,
126,06/17/23 01:30:00 AM,402.2,8.91,,,,
127,06/17/23 02:00:00 AM,400.2,8.70,,,,
128,06/17/23 02:30:00 AM,400.6,8.73,,,,
129,06/17/23 03:00:00 AM,400.2,8.66,,,,
130,06/17/23 03:30:00 AM,400.2,8.69,,,,
131,06/17/23 04:00:00 AM,400.6,8.73,,,,
132,06/17/23 04:30:00 AM,400.6,8.77,,,,
133,06/17/23 05:00:00 AM,401.8,8.84,,,,
134,06/17/23 05:30:00 AM,402.5,8.95,,,,
135,06/17/23 06:00:00 AM,400.3,8.65,,,,
136,06/17/23 06:30:00 AM,402.6,8.88,,,,
137,06/17/23 07:00:00 AM,401.0,8.75,,,,
138,06/17/23 07:30:00 AM,402.9,8.99,,,,
139,06/17/23 08:00:00 AM,403.3,9.04,,,,
140,06/17/23 08:30:00 AM,403.3,9.02,,,,
141,06/17/23 09:00:00 AM,402.9,8.96,,,,
142,06/17/23 09:30:00 AM,403.0,8.92,,,,
143,06/17/23 10:00:00 AM,402.5,8.92,,,,
144,06/17/23 10:30:00 AM,402.6,8.91,,,,
145,06/17/23 11:00:00 AM,402.6,8.88,,,,
146,06/17/23 11:30:00 AM,401.4,8.77,,,,
147,06/17/23 12:00:00 PM,400.3,8.65,,,,
148,06/17/23 12:30:00 PM,400.7,8.65,,,,
149,06/17/23 01:00:00 PM,402.5,8.92,,,,
150,06/17/23 01:30:00 PM,401.0,8.73,,,,
151,06/17/23 02:00:00 PM,401.0,8.75,,,,
152,06/17/23 02:30:00 PM,400.7,8.65,,,,
153,06/17/23 03:00:00 PM,401.0,8.75,,,,
154,06/17/23 03:30:00 PM,401.0,8.70,,,,
155,06/17/23 04:00:00 PM,401.4,8.77,,,,
156,06/17/23 04:30:00 PM,401.4,8.77,,,,
157,06/17/23 05:00:00 PM,401.4,8.83,,,,
158,06/17/23 05:30:00 PM,402.2,8.90,,,,
159,06/17/23 06:00:00 PM,401.0,8.77,,,,
160,06/17/23 06:30:00 PM,401.0,8.75,,,,
161,06/17/23 07:00:00 PM,400.6,8.73,,,,
162,06/17/23 07:30:00 PM,401.4,8.83,,,,
163,06/17/23 08:00:00 PM,400.6,8.70,,,,
164,06/17/23 08:30:00 PM,400.6,8.69,,,,
165,06/17/23 09:00:00 PM,401.4,8.77,,,,
166,06/17/23 09:30:00 PM,401.0,8.77,,,,
167,06/17/23 10:00:00 PM,401.8,8.88,,,,
168,06/17/23 10:30:00 PM,403.3,9.04,,,,
169,06/17/23 11:00:00 PM,402.5,8.95,,,,
170,06/17/23 11:30:00 PM,402.9,8.97,,,,
171,06/18/23 12:00:00 AM,402.9,8.97,,,,
172,06/18/23 12:30:00 AM,402.2,8.87,,,,
173,06/18/23 01:00:00 AM,401.8,8.83,,,,
174,06/18/23 01:30:00 AM,401.8,8.91,,,,
175,06/18/23 02:00:00 AM,400.6,8.73,,,,
176,06/18/23 02:30:00 AM,400.6,8.69,,,,
177,06/18/23 03:00:00 AM,400.6,8.70,,,,
178,06/18/23 03:30:00 AM,400.6,8.70,,,,
179,06/18/23 04:00:00 AM,400.6,8.75,,,,
180,06/18/23 04:30:00 AM,401.8,8.88,,,,
181,06/18/23 05:00:00 AM,402.5,8.92,,,,
182,06/18/23 05:30:00 AM,403.0,8.92,,,,
183,06/18/23 06:00:00 AM,402.2,8.88,,,,
184,06/18/23 06:30:00 AM,401.4,8.79,,,,
185,06/18/23 07:00:00 AM,401.0,8.71,,,,
186,06/18/23 07:30:00 AM,401.4,8.77,,,,
187,06/18/23 08:00:00 AM,401.4,8.78,,,,
188,06/18/23 08:30:00 AM,401.4,8.78,,,,
189,06/18/23 09:00:00 AM,401.8,8.86,,,,
190,06/18/23 09:30:00 AM,402.5,8.93,,,,
191,06/18/23 10:00:00 AM,406.0,9.27,,,,
192,06/18/23 10:30:00 AM,406.4,9.34,,,,
193,06/18/23 11:00:00 AM,404.1,9.12,,,,
194,06/18/23 11:30:00 AM,403.3,9.01,,,,
195,06/18/23 12:00:00 PM,404.9,9.17,,,,
196,06/18/23 12:30:00 PM,404.9,9.17,,,,
197,06/18/23 01:00:00 PM,406.4,9.34,,,,
198,06/18/23 01:30:00 PM,404.8,9.22,,,,
199,06/18/23 02:00:00 PM,404.8,9.19,,,,
200,06/18/23 02:30:00 PM,406.0,9.27,,,,
201,06/18/23 03:00:00 PM,405.6,9.24,,,,
202,06/18/23 03:30:00 PM,403.7,9.02,,,,
203,06/18/23 04:00:00 PM,404.5,9.09,,,,
204,06/18/23 04:30:00 PM,402.5,8.92,,,,
205,06/18/23 05:00:00 PM,400.6,8.70,,,,
206,06/18/23 05:30:00 PM,401.8,8.86,,,,
207,06/18/23 06:00:00 PM,406.0,9.28,,,,
208,06/18/23 06:30:00 PM,407.6,9.37,,,,
209,06/18/23 07:00:00 PM,408.3,9.45,,,,
210,06/18/23 07:30:00 PM,406.8,9.36,,,,
211,06/18/23 08:00:00 PM,403.7,9.08,,,,
212,06/18/23 08:30:00 PM,404.8,9.22,,,,
213,06/18/23 09:00:00 PM,402.9,9.00,,,,
214,06/18/23 09:30:00 PM,405.6,9.24,,,,
215,06/18/23 10:00:00 PM,402.1,8.92,,,,
216,06/18/23 10:30:00 PM,406.0,9.28,,,,
217,06/18/23 11:00:00 PM,404.5,9.13,,,,
218,06/18/23 11:30:00 PM,405.7,9.15,,,,
219,06/19/23 12:00:00 AM,407.6,9.34,,,,
220,06/19/23 12:30:00 AM,405.7,9.18,,,,
221,06/19/23 01:00:00 AM,405.7,9.15,,,,
222,06/19/23 01:30:00 AM,404.1,9.02,,,,
223,06/19/23 02:00:00 AM,404.5,9.05,,,,
224,06/19/23 02:30:00 AM,404.9,9.12,,,,
225,06/19/23 03:00:00 AM,406.0,9.19,,,,
226,06/19/23 03:30:00 AM,406.8,9.28,,,,
227,06/19/23 04:00:00 AM,406.8,9.31,,,,
228,06/19/23 04:30:00 AM,405.3,9.14,,,,
229,06/19/23 05:00:00 AM,406.1,9.18,,,,
230,06/19/23 05:30:00 AM,406.4,9.19,,,,
231,06/19/23 06:00:00 AM,406.0,9.24,,,,
232,06/19/23 06:30:00 AM,407.2,9.39,,,,
233,06/19/23 07:00:00 AM,407.9,9.47,,,,
234,06/19/23 07:30:00 AM,406.4,9.31,,,,
235,06/19/23 08:00:00 AM,406.4,9.34,,,,
236,06/19/23 08:30:00 AM,406.0,9.27,,,,
237,06/19/23 09:00:00 AM,405.7,9.15,,,,
238,06/19/23 09:30:00 AM,405.6,9.19,,,,
239,06/19/23 10:00:00 AM,406.4,9.24,,,,
240,06/19/23 10:30:00 AM,406.4,9.31,,,,
241,06/19/23 11:00:00 AM,405.6,9.21,,,,
242,06/19/23 11:30:00 AM,404.9,9.08,,,,
243,06/19/23 12:00:00 PM,403.0,8.87,,,,
244,06/19/23 12:30:00 PM,403.4,8.90,,,,
245,06/19/23 01:00:00 PM,404.1,8.99,,,,
246,06/19/23 01:30:00 PM,404.1,8.99,,,,
247,06/19/23 02:00:00 PM,404.1,8.99,,,,
248,06/19/23 02:30:00 PM,403.4,8.86,,,,
249,06/19/23 03:00:00 PM,403.0,8.84,,,,
250,06/19/23 03:30:00 PM,404.1,8.99,,,,
251,06/19/23 04:00:00 PM,404.1,8.99,,,,
252,06/19/23 04:30:00 PM,404.1,9.01,,,,
253,06/19/23 05:00:00 PM,404.9,9.08,,,,
254,06/19/23 05:30:00 PM,404.9,9.10,,,,
255,06/19/23 06:00:00 PM,404.9,9.12,,,,
256,06/19/23 06:30:00 PM,404.5,9.06,,,,
257,06/19/23 07:00:00 PM,404.5,9.04,,,,
258,06/19/23 07:30:00 PM,403.4,8.92,,,,
259,06/19/23 08:00:00 PM,403.7,9.00,,,,
260,06/19/23 08:30:00 PM,402.9,8.93,,,,
261,06/19/23 09:00:00 PM,403.3,8.96,,,,
262,06/19/23 09:30:00 PM,403.7,8.97,,,,
263,06/19/23 10:00:00 PM,403.7,8.99,,,,
264,06/19/23 10:30:00 PM,402.9,8.93,,,,
265,06/19/23 11:00:00 PM,404.1,9.01,,,,
266,06/19/23 11:30:00 PM,404.1,9.01,,,,
267,06/20/23 12:00:00 AM,404.1,9.02,,,,
268,06/20/23 12:30:00 AM,404.1,9.02,,,,
269,06/20/23 01:00:00 AM,403.7,8.96,,,,
270,06/20/23 01:30:00 AM,403.3,8.96,,,,
271,06/20/23 02:00:00 AM,401.8,8.78,,,,
272,06/20/23 02:30:00 AM,402.2,8.79,,,,
273,06/20/23 03:00:00 AM,401.8,8.80,,,,
274,06/20/23 03:30:00 AM,403.0,8.88,,,,
275,06/20/23 04:00:00 AM,403.0,8.87,,,,
276,06/20/23 04:30:00 AM,403.7,8.95,,,,
277,06/20/23 05:00:00 AM,403.4,8.91,,,,
278,06/20/23 05:30:00 AM,403.0,8.88,,,,
279,06/20/23 06:00:00 AM,403.0,8.91,,,,
280,06/20/23 06:30:00 AM,402.6,8.84,,,,
281,06/20/23 07:00:00 AM,403.0,8.88,,,,
282,06/20/23 07:30:00 AM,404.5,9.04,,,,
283,06/20/23 08:00:00 AM,403.7,9.00,,,,
284,06/20/23 08:30:00 AM,403.7,8.99,,,,
285,06/20/23 09:00:00 AM,404.1,9.00,,,,
286,06/20/23 09:30:00 AM,404.1,9.04,,,,
287,06/20/23 10:00:00 AM,404.1,9.01,,,,
288,06/20/23 10:30:00 AM,404.1,9.02,,,,
289,06/20/23 11:00:00 AM,403.7,8.96,,,,
290,06/20/23 11:30:00 AM,403.0,8.88,,,,
291,06/20/23 12:00:00 PM,403.0,8.87,,,,
292,06/20/23 12:30:00 PM,402.2,8.80,,,,
293,06/20/23 01:00:00 PM,401.8,8.78,,,,
294,06/20/23 01:30:00 PM,401.8,8.80,,,,
295,06/20/23 02:00:00 PM,401.8,8.75,,,,
296,06/20/23 02:30:00 PM,401.8,8.78,,,,
297,06/20/23 03:00:00 PM,402.2,8.83,,,,
298,06/20/23 03:30:00 PM,401.8,8.74,,,,
299,06/20/23 04:00:00 PM,401.8,8.78,,,,
300,06/20/23 04:30:00 PM,402.6,8.84,,,,
301,06/20/23 05:00:00 PM,402.2,8.80,,,,
302,06/20/23 05:30:00 PM,401.8,8.74,,,,
303,06/20/23 06:00:00 PM,401.4,8.71,,,,
304,06/20/23 06:30:00 PM,402.2,8.80,,,,
305,06/20/23 07:00:00 PM,403.0,8.84,,,,
306,06/20/23 07:30:00 PM,403.0,8.90,,,,
307,06/20/23 08:00:00 PM,402.2,8.80,,,,
308,06/20/23 08:30:00 PM,402.2,8.84,,,,
309,06/20/23 09:00:00 PM,402.2,8.80,,,,
310,06/20/23 09:30:00 PM,402.2,8.82,,,,
311,06/20/23 10:00:00 PM,402.2,8.80,,,,
312,06/20/23 10:30:00 PM,403.0,8.87,,,,
313,06/20/23 11:00:00 PM,402.9,8.93,,,,
314,06/20/23 11:30:00 PM,403.0,8.92,,,,
315,06/21/23 12:00:00 AM,403.7,9.01,,,,
316,06/21/23 12:30:00 AM,403.7,9.00,,,,
317,06/21/23 01:00:00 AM,405.3,9.12,,,,
318,06/21/23 01:30:00 AM,403.3,8.93,,,,
319,06/21/23 02:00:00 AM,404.1,9.01,,,,
320,06/21/23 02:30:00 AM,404.9,9.13,,,,
321,06/21/23 03:00:00 AM,404.1,9.02,,,,
322,06/21/23 03:30:00 AM,404.9,9.08,,,,
323,06/21/23 04:00:00 AM,404.9,9.10,,,,
324,06/21/23 04:30:00 AM,405.2,9.21,,,,
325,06/21/23 05:00:00 AM,406.0,9.24,,,,
326,06/21/23 05:30:00 AM,404.9,9.10,,,,
327,06/21/23 06:00:00 AM,404.1,9.02,,,,
328,06/21/23 06:30:00 AM,403.3,8.95,,,,
329,06/21/23 07:00:00 AM,402.6,8.86,,,,
330,06/21/23 07:30:00 AM,403.0,8.87,,,,
331,06/21/23 08:00:00 AM,401.8,8.83,,,,
332,06/21/23 08:30:00 AM,402.6,8.83,,,,
333,06/21/23 09:00:00 AM,402.6,8.83,,,,
334,06/21/23 09:30:00 AM,403.0,8.84,,,,
335,06/21/23 10:00:00 AM,403.0,8.88,,,,
336,06/21/23 10:30:00 AM,403.0,8.84,,,,
337,06/21/23 11:00:00 AM,403.0,8.87,,,,
338,06/21/23 11:30:00 AM,403.0,8.91,,,,
339,06/21/23 12:00:00 PM,403.0,8.90,,,,
340,06/21/23 12:30:00 PM,401.8,8.74,,,,
341,06/21/23 01:00:00 PM,401.4,8.70,,,,
342,06/21/23 01:30:00 PM,400.7,8.64,,,,
343,06/21/23 02:00:00 PM,401.4,8.73,,,,
344,06/21/23 02:30:00 PM,403.8,8.92,,,,
345,06/21/23 03:00:00 PM,401.8,8.79,,,,
346,06/21/23 03:30:00 PM,401.8,8.80,,,,
347,06/21/23 04:00:00 PM,401.8,8.80,,,,
348,06/21/23 04:30:00 PM,403.0,8.83,,,,
349,06/21/23 05:00:00 PM,403.0,8.82,,,,
350,06/21/23 05:30:00 PM,402.6,8.80,,,,
351,06/21/23 06:00:00 PM,403.0,8.87,,,,
352,06/21/23 06:30:00 PM,404.9,9.09,,,,
353,06/21/23 07:00:00 PM,405.7,9.10,,,,
354,06/21/23 07:30:00 PM,404.1,9.01,,,,
355,06/21/23 08:00:00 PM,406.1,9.17,,,,
356,06/21/23 08:30:00 PM,407.2,9.30,,,,
357,06/21/23 09:00:00 PM,406.8,9.27,,,,
358,06/21/23 09:30:00 PM,406.4,9.22,,,,
359,06/21/23 10:00:00 PM,405.7,9.15,,,,
360,06/21/23 10:30:00 PM,404.1,9.01,,,,
361,06/21/23 11:00:00 PM,404.1,9.00,,,,
362,06/21/23 11:30:00 PM,403.7,8.95,,,,
363,06/22/23 12:00:00 AM,403.0,8.91,,,,
364,06/22/23 12:30:00 AM,403.7,8.96,,,,
365,06/22/23 01:00:00 AM,403.7,8.95,,,,
366,06/22/23 01:30:00 AM,403.7,9.00,,,,
367,06/22/23 02:00:00 AM,404.1,8.97,,,,
368,06/22/23 02:30:00 AM,404.5,9.04,,,,
369,06/22/23 03:00:00 AM,404.1,9.02,,,,
370,06/22/23 03:30:00 AM,404.5,9.06,,,,
371,06/22/23 04:00:00 AM,408.4,9.28,,,,
372,06/22/23 04:30:00 AM,408.0,9.30,,,,
373,06/22/23 05:00:00 AM,408.4,9.32,,,,
374,06/22/23 05:30:00 AM,409.2,9.34,,,,
375,06/22/23 06:00:00 AM,404.9,9.10,,,,
376,06/22/23 06:30:00 AM,404.1,9.04,,,,
377,06/22/23 07:00:00 AM,405.7,9.14,,,,
378,06/22/23 07:30:00 AM,406.8,9.23,,,,
379,06/22/23 08:00:00 AM,405.3,9.12,,,,
380,06/22/23 08:30:00 AM,405.3,9.14,,,,
381,06/22/23 09:00:00 AM,404.9,9.13,,,,
382,06/22/23 09:30:00 AM,404.9,9.13,,,,
383,06/22/23 10:00:00 AM,403.7,8.96,,,,
384,06/22/23 10:30:00 AM,402.6,8.86,,,,
385,06/22/23 11:00:00 AM,403.0,8.88,,,,
386,06/22/23 11:30:00 AM,404.9,9.02,,,,
387,06/22/23 12:00:00 PM,404.5,8.99,,,,
388,06/22/23 12:30:00 PM,404.9,9.05,,,,
389,06/22/23 01:00:00 PM,406.4,9.22,,,,
390,06/22/23 01:30:00 PM,405.7,9.13,,,,
391,06/22/23 02:00:00 PM,404.9,9.10,,,,
392,06/22/23 02:30:00 PM,404.9,9.06,,,,
393,06/22/23 03:00:00 PM,403.4,8.87,,,,
394,06/22/23 03:30:00 PM,403.0,8.88,,,,
395,06/22/23 04:00:00 PM,403.7,8.96,,,,
396,06/22/23 04:30:00 PM,403.3,8.95,,,,
397,06/22/23 05:00:00 PM,403.4,8.92,,,,
398,06/22/23 05:30:00 PM,402.6,8.86,,,,
399,06/22/23 06:00:00 PM,403.0,8.90,,,,
400,06/22/23 06:30:00 PM,404.1,9.00,,,,
401,06/22/23 07:00:00 PM,403.7,8.96,,,,
402,06/22/23 07:30:00 PM,403.0,8.91,,,,
403,06/22/23 08:00:00 PM,403.0,8.92,,,,
404,06/22/23 08:30:00 PM,403.7,9.01,,,,
405,06/22/23 09:00:00 PM,403.7,8.96,,,,
406,06/22/23 09:30:00 PM,403.4,8.84,,,,
407,06/22/23 10:00:00 PM,403.4,8.83,,,,
408,06/22/23 10:30:00 PM,403.8,8.91,,,,
409,06/22/23 11:00:00 PM,403.8,8.90,,,,
410,06/22/23 11:30:00 PM,403.8,8.92,,,,
411,06/23/23 12:00:00 AM,404.9,9.04,,,,
412,06/23/23 12:30:00 AM,405.3,9.05,,,,
413,06/23/23 01:00:00 AM,406.1,9.09,,,,
414,06/23/23 01:30:00 AM,407.7,9.05,,,,
415,06/23/23 02:00:00 AM,407.7,9.05,,,,
416,06/23/23 02:30:00 AM,407.3,9.04,,,,
417,06/23/23 03:00:00 AM,407.7,9.14,,,,
418,06/23/23 03:30:00 AM,408.4,9.23,,,,
419,06/23/23 04:00:00 AM,406.5,9.04,,,,
420,06/23/23 04:30:00 AM,405.7,8.97,,,,
421,06/23/23 05:00:00 AM,406.1,8.97,,,,
422,06/23/23 05:30:00 AM,404.9,9.05,,,,
423,06/23/23 06:00:00 AM,404.9,9.06,,,,
424,06/23/23 06:30:00 AM,405.7,9.13,,,,
425,06/23/23 07:00:00 AM,406.1,9.14,,,,
426,06/23/23 07:30:00 AM,404.9,9.04,,,,
427,06/23/23 08:00:00 AM,404.1,9.01,,,,
428,06/23/23 08:30:00 AM,403.0,8.88,,,,
429,06/23/23 09:00:00 AM,401.8,8.73,,,,
430,06/23/23 09:30:00 AM,402.2,8.77,,,,
431,06/23/23 10:00:00 AM,401.8,8.73,,,,
432,06/23/23 10:30:00 AM,402.2,8.83,,,,
433,06/23/23 11:00:00 AM,402.6,8.83,,,,
434,06/23/23 11:30:00 AM,401.5,8.61,,,,
435,06/23/23 12:00:00 PM,401.5,8.66,,,,
436,06/23/23 12:30:00 PM,401.9,8.67,,,,
437,06/23/23 01:00:00 PM,401.8,8.73,,,,
438,06/23/23 01:30:00 PM,401.4,8.74,,,,
439,06/23/23 02:00:00 PM,401.8,8.73,,,,
440,06/23/23 02:30:00 PM,401.1,8.66,,,,
441,06/23/23 03:00:00 PM,400.7,8.66,,,,
442,06/23/23 03:30:00 PM,400.6,8.67,,,,
443,06/23/23 04:00:00 PM,403.4,8.91,,,,
444,06/23/23 04:30:00 PM,404.9,8.95,,,,
445,06/23/23 05:00:00 PM,404.9,8.96,,,,
446,06/23/23 05:30:00 PM,403.0,8.83,,,,
447,06/23/23 06:00:00 PM,404.6,8.90,,,,
448,06/23/23 06:30:00 PM,404.2,8.90,,,,
449,06/23/23 07:00:00 PM,403.0,8.84,,,,
450,06/23/23 07:30:00 PM,403.0,8.91,,,,
451,06/23/23 08:00:00 PM,403.0,8.86,,,,
452,06/23/23 08:30:00 PM,403.0,8.86,,,,
453,06/23/23 09:00:00 PM,403.0,8.86,,,,
454,06/23/23 09:30:00 PM,403.0,8.86,,,,
455,06/23/23 10:00:00 PM,401.8,8.74,,,,
456,06/23/23 10:30:00 PM,402.2,8.75,,,,
457,06/23/23 11:00:00 PM,402.6,8.84,,,,
458,06/23/23 11:30:00 PM,404.1,8.95,,,,
459,06/24/23 12:00:00 AM,403.8,8.92,,,,
460,06/24/23 12:30:00 AM,404.1,8.97,,,,
461,06/24/23 01:00:00 AM,403.7,8.93,,,,
462,06/24/23 01:30:00 AM,404.1,8.95,,,,
463,06/24/23 02:00:00 AM,403.8,8.92,,,,
464,06/24/23 02:30:00 AM,404.9,9.04,,,,
465,06/24/23 03:00:00 AM,404.9,9.06,,,,
466,06/24/23 03:30:00 AM,404.9,9.06,,,,
467,06/24/23 04:00:00 AM,404.5,9.05,,,,
468,06/24/23 04:30:00 AM,404.9,9.04,,,,
469,06/24/23 05:00:00 AM,404.5,9.06,,,,
