"Plot Title: Kegonsa 5m"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 21483262, SEN S/N: 21483262)","Temp, °C (LGR S/N: 21483262, SEN S/N: 21483262)","Coupler Detached (LGR S/N: 21483262)","Coupler Attached (LGR S/N: 21483262)","Host Connected (LGR S/N: 21483262)","Stopped (LGR S/N: 21483262)","End Of File (LGR S/N: 21483262)"
1,08/21/23 02:00:00 PM,593.5,23.64,Logged,,,,
2,08/21/23 02:30:00 PM,593.9,23.63,,,,,
3,08/21/23 03:00:00 PM,594.3,23.64,,,,,
4,08/21/23 03:30:00 PM,594.3,23.63,,,,,
5,08/21/23 04:00:00 PM,594.3,23.64,,,,,
6,08/21/23 04:30:00 PM,594.7,23.73,,,,,
7,08/21/23 05:00:00 PM,594.6,23.76,,,,,
8,08/21/23 05:30:00 PM,595.0,23.80,,,,,
9,08/21/23 06:00:00 PM,595.4,23.84,,,,,
10,08/21/23 06:30:00 PM,595.5,23.72,,,,,
11,08/21/23 07:00:00 PM,594.7,23.67,,,,,
12,08/21/23 07:30:00 PM,594.7,23.58,,,,,
13,08/21/23 08:00:00 PM,594.7,23.59,,,,,
14,08/21/23 08:30:00 PM,595.1,23.59,,,,,
15,08/21/23 09:00:00 PM,594.7,23.59,,,,,
16,08/21/23 09:30:00 PM,593.9,23.58,,,,,
17,08/21/23 10:00:00 PM,593.9,23.58,,,,,
18,08/21/23 10:30:00 PM,595.2,23.58,,,,,
19,08/21/23 11:00:00 PM,595.9,23.64,,,,,
20,08/21/23 11:30:00 PM,595.5,23.62,,,,,
21,08/22/23 12:00:00 AM,595.9,23.62,,,,,
22,08/22/23 12:30:00 AM,595.9,23.62,,,,,
23,08/22/23 01:00:00 AM,595.9,23.64,,,,,
24,08/22/23 01:30:00 AM,595.1,23.67,,,,,
25,08/22/23 02:00:00 AM,595.1,23.72,,,,,
26,08/22/23 02:30:00 AM,595.1,23.73,,,,,
27,08/22/23 03:00:00 AM,595.1,23.73,,,,,
28,08/22/23 03:30:00 AM,595.1,23.69,,,,,
29,08/22/23 04:00:00 AM,595.5,23.69,,,,,
30,08/22/23 04:30:00 AM,595.5,23.68,,,,,
31,08/22/23 05:00:00 AM,595.9,23.63,,,,,
32,08/22/23 05:30:00 AM,596.0,23.56,,,,,
33,08/22/23 06:00:00 AM,595.6,23.55,,,,,
34,08/22/23 06:30:00 AM,595.6,23.56,,,,,
35,08/22/23 07:00:00 AM,596.0,23.56,,,,,
36,08/22/23 07:30:00 AM,596.8,23.60,,,,,
37,08/22/23 08:00:00 AM,595.9,23.63,,,,,
38,08/22/23 08:30:00 AM,595.9,23.63,,,,,
39,08/22/23 09:00:00 AM,595.9,23.63,,,,,
40,08/22/23 09:30:00 AM,596.4,23.60,,,,,
41,08/22/23 10:00:00 AM,596.3,23.63,,,,,
