"Plot Title: Yahara 2m"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 21483256, SEN S/N: 21483256)","Temp, °C (LGR S/N: 21483256, SEN S/N: 21483256)","Coupler Detached (LGR S/N: 21483256)","Coupler Attached (LGR S/N: 21483256)","Host Connected (LGR S/N: 21483256)","Stopped (LGR S/N: 21483256)","End Of File (LGR S/N: 21483256)"
1,06/12/23 05:00:00 PM,511.1,19.95,Logged,,,,
2,06/12/23 05:30:00 PM,509.3,19.73,,,,,
3,06/12/23 06:00:00 PM,507.4,19.49,,,,,
4,06/12/23 06:30:00 PM,506.6,19.41,,,,,
5,06/12/23 07:00:00 PM,504.7,19.18,,,,,
6,06/12/23 07:30:00 PM,503.3,18.97,,,,,
7,06/12/23 08:00:00 PM,501.3,18.83,,,,,
8,06/12/23 08:30:00 PM,498.3,18.53,,,,,
9,06/12/23 09:00:00 PM,496.4,18.33,,,,,
10,06/12/23 09:30:00 PM,496.0,18.31,,,,,
11,06/12/23 10:00:00 PM,495.2,18.26,,,,,
12,06/12/23 10:30:00 PM,495.2,18.24,,,,,
13,06/12/23 11:00:00 PM,494.1,18.16,,,,,
14,06/12/23 11:30:00 PM,493.7,18.08,,,,,
15,06/13/23 12:00:00 AM,493.3,18.05,,,,,
16,06/13/23 12:30:00 AM,493.3,18.02,,,,,
17,06/13/23 01:00:00 AM,494.9,18.16,,,,,
18,06/13/23 01:30:00 AM,502.9,18.91,,,,,
19,06/13/23 02:00:00 AM,505.1,19.18,,,,,
20,06/13/23 02:30:00 AM,505.2,19.13,,,,,
21,06/13/23 03:00:00 AM,503.3,18.96,,,,,
22,06/13/23 03:30:00 AM,503.3,18.95,,,,,
23,06/13/23 04:00:00 AM,503.3,18.97,,,,,
24,06/13/23 04:30:00 AM,502.5,18.86,,,,,
25,06/13/23 05:00:00 AM,502.5,18.85,,,,,
26,06/13/23 05:30:00 AM,501.4,18.75,,,,,
27,06/13/23 06:00:00 AM,499.4,18.59,,,,,
28,06/13/23 06:30:00 AM,501.0,18.70,,,,,
29,06/13/23 07:00:00 AM,500.2,18.69,,,,,
30,06/13/23 07:30:00 AM,501.3,18.83,,,,,
31,06/13/23 08:00:00 AM,502.1,18.85,,,,,
32,06/13/23 08:30:00 AM,500.6,18.73,,,,,
33,06/13/23 09:00:00 AM,500.2,18.68,,,,,
34,06/13/23 09:30:00 AM,499.5,18.58,,,,,
35,06/13/23 10:00:00 AM,498.3,18.47,,,,,
36,06/13/23 10:30:00 AM,497.1,18.42,,,,,
37,06/13/23 11:00:00 AM,497.1,18.41,,,,,
38,06/13/23 11:30:00 AM,497.2,18.38,,,,,
39,06/13/23 12:00:00 PM,496.4,18.33,,,,,
40,06/13/23 12:30:00 PM,496.8,18.37,,,,,
41,06/13/23 01:00:00 PM,496.3,18.41,,,,,
42,06/13/23 01:30:00 PM,496.0,18.38,,,,,
43,06/13/23 02:00:00 PM,496.3,18.44,,,,,
44,06/13/23 02:30:00 PM,497.8,18.59,,,,,
45,06/13/23 03:00:00 PM,502.1,18.96,,,,,
46,06/13/23 03:30:00 PM,504.0,19.15,,,,,
47,06/13/23 04:00:00 PM,504.7,19.25,,,,,
48,06/13/23 04:30:00 PM,503.6,19.10,,,,,
49,06/13/23 05:00:00 PM,504.0,19.11,,,,,
50,06/13/23 05:30:00 PM,502.4,19.00,,,,,
51,06/13/23 06:00:00 PM,500.9,18.85,,,,,
52,06/13/23 06:30:00 PM,498.6,18.62,,,,,
53,06/13/23 07:00:00 PM,499.4,18.65,,,,,
54,06/13/23 07:30:00 PM,499.8,18.69,,,,,
55,06/13/23 08:00:00 PM,499.4,18.64,,,,,
56,06/13/23 08:30:00 PM,498.7,18.58,,,,,
57,06/13/23 09:00:00 PM,499.0,18.60,,,,,
58,06/13/23 09:30:00 PM,498.6,18.59,,,,,
59,06/13/23 10:00:00 PM,498.7,18.58,,,,,
60,06/13/23 10:30:00 PM,499.0,18.60,,,,,
61,06/13/23 11:00:00 PM,499.4,18.68,,,,,
62,06/13/23 11:30:00 PM,500.6,18.75,,,,,
63,06/14/23 12:00:00 AM,500.9,18.79,,,,,
64,06/14/23 12:30:00 AM,500.9,18.79,,,,,
65,06/14/23 01:00:00 AM,501.3,18.81,,,,,
66,06/14/23 01:30:00 AM,500.9,18.79,,,,,
67,06/14/23 02:00:00 AM,501.3,18.80,,,,,
68,06/14/23 02:30:00 AM,501.3,18.81,,,,,
69,06/14/23 03:00:00 AM,501.7,18.83,,,,,
70,06/14/23 03:30:00 AM,502.1,18.85,,,,,
71,06/14/23 04:00:00 AM,502.1,18.88,,,,,
72,06/14/23 04:30:00 AM,502.5,18.92,,,,,
73,06/14/23 05:00:00 AM,502.5,18.95,,,,,
74,06/14/23 05:30:00 AM,502.8,18.99,,,,,
75,06/14/23 06:00:00 AM,503.2,18.99,,,,,
76,06/14/23 06:30:00 AM,502.8,18.99,,,,,
77,06/14/23 07:00:00 AM,503.2,19.00,,,,,
78,06/14/23 07:30:00 AM,503.6,19.02,,,,,
79,06/14/23 08:00:00 AM,503.6,19.06,,,,,
80,06/14/23 08:30:00 AM,503.6,19.07,,,,,
81,06/14/23 09:00:00 AM,503.6,19.12,,,,,
82,06/14/23 09:30:00 AM,503.6,19.07,,,,,
83,06/14/23 10:00:00 AM,503.6,19.06,,,,,
84,06/14/23 10:30:00 AM,215.1,19.95,,,,,
85,06/14/23 11:00:00 AM,501.3,18.81,,,,,
86,06/14/23 11:30:00 AM,500.9,18.79,,,,,
87,06/14/23 12:00:00 PM,500.6,18.74,,,,,
88,06/14/23 12:30:00 PM,500.5,18.79,,,,,
89,06/14/23 01:00:00 PM,501.3,18.86,,,,,
90,06/14/23 01:30:00 PM,501.3,18.90,,,,,
91,06/14/23 02:00:00 PM,502.8,19.00,,,,,
92,06/14/23 02:30:00 PM,503.6,19.09,,,,,
93,06/14/23 03:00:00 PM,511.9,19.93,,,,,
94,06/14/23 03:30:00 PM,520.0,20.54,,,,,
95,06/14/23 04:00:00 PM,525.4,20.99,,,,,
96,06/14/23 04:30:00 PM,526.9,21.15,,,,,
97,06/14/23 05:00:00 PM,527.6,21.23,,,,,
98,06/14/23 05:30:00 PM,528.4,21.27,,,,,
99,06/14/23 06:00:00 PM,529.2,21.36,,,,,
100,06/14/23 06:30:00 PM,530.7,21.47,,,,,
101,06/14/23 07:00:00 PM,532.2,21.62,,,,,
102,06/14/23 07:30:00 PM,531.8,21.61,,,,,
103,06/14/23 08:00:00 PM,533.0,21.67,,,,,
104,06/14/23 08:30:00 PM,534.2,21.73,,,,,
